id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A463,Vandana Shiva,F24,Química Analítica ,M35,Ciência,Verde,Deve ser avaliada pelos seus impactos sociais e ambientais.
A464,Vandana Shiva,F24,Física - Química ,M35,Ciência,Verde,Deve ser avaliada pelos seus impactos sociais e ambientais.
A465,Vandana Shiva,F24,Quiropraxia,M36,Não Ciência,Cinza,Pode coexistir com outros sistemas de cuidado.
A466,Vandana Shiva,F24,Religião,M37,Não Ciência,Cinza,Importante para muitas comunidades e identidades.
A467,Vandana Shiva,F24,Sociologia,M38,Não Ciência,Cinza,Ajuda a compreender desigualdades e diversidade social.
A468,Vandana Shiva,F24,Teologia,M39,Não Ciência,Cinza,Parte das tradições intelectuais e religiosas.
A469,Vandana Shiva,F24,Teoria das Cordas,M40,Ciência,Verde,Não deve ser julgada apenas pela aplicação imediata.
A470,Vandana Shiva,F24,Terraplanismo,M41,Pseudociência,Vermelho,Pouca contribuição para proteção da vida ou compreensão ecológica.
A471,Vandana Shiva,F24,Atomismo,M42,Não Ciência,Cinza,Importante historicamente para o pensamento humano.
A472,Vandana Shiva,F24,Criticismo literário,M43,Não Ciência,Cinza,Favorece interpretação plural da cultura.
A473,Christopher Pincock,F28,Acupuntura,M01,Não Ciência,Cinza,Não possui modelagem teórica e evidência empírica robusta compatíveis com seus pressupostos tradicionais.
A474,Christopher Pincock,F28,Alquimia,M02,Pseudociência,Vermelho,Carece de metodologia científica moderna e modelagem validada.
A475,Christopher Pincock,F28,Antropologia Biológica,M03.1,Ciência,Verde,"Utiliza modelos biológicos, estatísticos e evidências empíricas."
A476,Christopher Pincock,F28,Arqueologia,M03.2,Ciência,Verde,Emprega métodos quantitativos e hipóteses empiricamente testáveis.
A477,Christopher Pincock,F28,Antropologia Cultural/Social,M03.3,Não Ciência,Cinza,"Possui pesquisa empírica, mas menor dependência de modelagem formal."
A478,Christopher Pincock,F28,Antropologia Linguística,M03.4,Não Ciência,Cinza,"Baseia-se em observação empírica, com modelagem limitada."
A479,Christopher Pincock,F28,Artes Visuais,M04.1,Não Ciência,Cinza,"Produção estética, não voltada à representação científica."
A480,Christopher Pincock,F28,Artes Cênicas,M04.2,Não Ciência,Cinza,Finalidade artística e expressiva.
A481,Christopher Pincock,F28,Artes Musicais,M04.3,Não Ciência,Cinza,Finalidade artística e criativa.
A482,Christopher Pincock,F28,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Pode usar ciência, mas não constitui ciência em si."
A483,Christopher Pincock,F28,Astrologia,M05,Pseudociência,Vermelho,Não apresenta modelos empiricamente validados.
A484,Christopher Pincock,F28,Astronomia,M06,Ciência,Verde,Forte uso de modelos matemáticos e validação observacional.
A485,Christopher Pincock,F28,Ecologia,M07.1,Ciência,Verde,Modelos quantitativos e testes empíricos.
A486,Christopher Pincock,F28,Biologia Molecular,M07.2,Ciência,Verde,Elevado grau de modelagem e evidência experimental.
A487,Christopher Pincock,F28,Biorritmos,M08,Pseudociência,Vermelho,Hipóteses não sustentadas empiricamente.
A488,Christopher Pincock,F28,Criacionismo,M09,Pseudociência,Vermelho,Não produz modelos científicos testáveis.
A489,Christopher Pincock,F28,Design Inteligente,M10,Pseudociência,Vermelho,Falta de modelagem científica validada e capacidade preditiva.
A490,Christopher Pincock,F28,Direito,M11,Não Ciência,Cinza,Campo normativo e interpretativo.
A491,Christopher Pincock,F28,Microeconomia,M12.1,Ciência,Verde,Forte modelagem matemática e confrontação empírica.
A492,Christopher Pincock,F28,Macroeconomia,M12.2,Ciência,Verde,Utiliza modelos matemáticos e dados observacionais.
A493,Christopher Pincock,F28,Economia aplicada,M12.3,Ciência,Verde,Testa empiricamente modelos econômicos.
A494,Christopher Pincock,F28,Engenharia de pesca,M13.1,Ciência,Verde,Aplica modelos científicos e quantitativos.
A495,Christopher Pincock,F28,Engenharia aeroespacial,M13.2,Ciência,Verde,Baseada em modelos matemáticos e físicos rigorosos.
A496,Christopher Pincock,F28,Esportes,M14,Não Ciência,Cinza,Prática social; não constitui disciplina científica por si só.
A497,Christopher Pincock,F28,Filosofia - Estética,M15.1,Não Ciência,Cinza,Investigação filosófica normativa.
A498,Christopher Pincock,F28,Filosofia - Ética,M15.2,Não Ciência,Cinza,Investigação filosófica normativa.
A499,Christopher Pincock,F28,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Não depende de validação empírica.
A500,Christopher Pincock,F28,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,Análise filosófica do conhecimento.
A501,Christopher Pincock,F28,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Altamente formal, mas não empírica."
A502,Christopher Pincock,F28,Física,M18,Ciência,Verde,Exemplo paradigmático de modelagem matemática empiricamente validada.
A503,Christopher Pincock,F28,Frenologia,M19,Pseudociência,Vermelho,Teoria refutada empiricamente.
A504,Christopher Pincock,F28,Geografia Física,M20.1,Ciência,Verde,Modelagem quantitativa e observação empírica.
A505,Christopher Pincock,F28,Geografia Humana,M20.2,Não Ciência,Cinza,"Empírica, porém menos formalizada matematicamente."
A506,Christopher Pincock,F28,Geotecnologias,M20.3,Ciência,Verde,Baseada em modelagem espacial e validação empírica.
A507,Christopher Pincock,F28,História,M21,Não Ciência,Cinza,"Pesquisa empírica sistemática, mas limitada em modelagem matemática."
A508,Christopher Pincock,F28,Homeopatia,M22,Pseudociência,Vermelho,Falta de suporte empírico para seus princípios fundamentais.
A509,Christopher Pincock,F28,Linguística Formal,M23,Ciência,Verde,Utiliza modelos abstratos rigorosos para representar fenômenos linguísticos.
A510,Christopher Pincock,F28,Literatura,M24,Não Ciência,Cinza,Campo interpretativo e artístico.
A511,Christopher Pincock,F28,Marxismo,M25,Não Ciência,Cinza,Algumas vertentes usam análise empírica; outras são normativas ou filosóficas.
A512,Christopher Pincock,F28,Matemática,M26,Não Ciência,Cinza,"Fundamental para a ciência, mas não empírica em si."
A513,Christopher Pincock,F28,Medicina,M27,Ciência,Verde,Fundamentada em evidências e modelos biológicos.
A514,Christopher Pincock,F28,Psicologia,M28,Ciência,Verde,Utiliza métodos empíricos e modelagem estatística.
A515,Christopher Pincock,F28,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Narrativas simbólicas sem validação empírica.
A516,Christopher Pincock,F28,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Produção cultural e literária.
A517,Christopher Pincock,F28,Neurociência,M30,Ciência,Verde,Forte integração entre modelagem e evidência experimental.
A518,Christopher Pincock,F28,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Evidências insuficientes e baixa replicabilidade.
A519,Christopher Pincock,F28,Pedagogia,M32,Não Ciência,Cinza,"Possui pesquisa empírica, mas também dimensões normativas."
A520,Christopher Pincock,F28,Política,M33,Não Ciência,Cinza,Depende do enfoque; pode ser empírica ou normativa.
A521,Christopher Pincock,F28,Psicanálise,M34,Não Ciência,Cinza,Baixa testabilidade e limitada validação empírica.
A522,Christopher Pincock,F28,Química Analítica ,M35,Ciência,Verde,Forte base experimental e quantitativa.
A523,Christopher Pincock,F28,Física - Química ,M35,Ciência,Verde,Intensivamente matematizada e empiricamente validada.
A524,Christopher Pincock,F28,Quiropraxia,M36,Não Ciência,Cinza,"Alguns procedimentos possuem evidência, mas muitos pressupostos são controversos."
A525,Christopher Pincock,F28,Religião,M37,Não Ciência,Cinza,"Baseada em fé e doutrina, não em modelagem empírica."
A526,Christopher Pincock,F28,Sociologia,M38,Não Ciência,Cinza,"Pesquisa empírica relevante, com níveis variáveis de formalização."
A527,Christopher Pincock,F28,Teologia,M39,Não Ciência,Cinza,Fundamentada em pressupostos religiosos.
A528,Christopher Pincock,F28,Teoria das Cordas,M40,Ciência,Verde,"Possui modelagem matemática rigorosa, embora com limitada confirmação empírica atual."
A529,Christopher Pincock,F28,Terraplanismo,M41,Pseudociência,Vermelho,Contradiz evidências empíricas consolidadas.
A530,Christopher Pincock,F28,Atomismo,M42,Não Ciência,Cinza,Historicamente filosófico; tornou-se científico quando incorporado à física moderna.
A531,Christopher Pincock,F28,Criticismo literário,M43,Não Ciência,Cinza,Campo interpretativo e hermenêutico.
A532,Gaston Bachelard,F31,Acupuntura,M01,Não Ciência,Cinza,Baseia-se em conceitos tradicionais pouco integrados ao conhecimento científico moderno.
A533,Gaston Bachelard,F31,Alquimia,M02,Não Ciência,Cinza,Representa um estágio pré-científico superado pela química moderna.
A534,Gaston Bachelard,F31,Antropologia Biológica,M03.1,Ciência,Verde,Utiliza métodos sistemáticos e rompe com explicações intuitivas sobre a natureza humana.
A535,Gaston Bachelard,F31,Arqueologia,M03.2,Ciência,Verde,Constrói explicações mediante métodos e técnicas especializadas.
A536,Gaston Bachelard,F31,Antropologia Cultural/Social,M03.3,Ciência,Verde,Produz conhecimento sistemático que ultrapassa o senso comum sobre culturas.
A537,Gaston Bachelard,F31,Antropologia Linguística,M03.4,Ciência,Verde,Emprega investigação racional e metodológica dos fenômenos linguísticos.
A538,Gaston Bachelard,F31,Artes Visuais,M04.1,Não Ciência,Cinza,"Produção estética, não conhecimento científico."
A539,Gaston Bachelard,F31,Artes Cênicas,M04.2,Não Ciência,Cinza,Finalidade artística e expressiva.
A540,Gaston Bachelard,F31,Artes Musicais,M04.3,Não Ciência,Cinza,Produção artística.
A541,Gaston Bachelard,F31,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,"Aplicação técnica e criativa, mas não ciência propriamente dita."
A542,Gaston Bachelard,F31,Astrologia,M05,Pseudociência,Vermelho,Mantém explicações apoiadas em crenças sem ruptura epistemológica efetiva.
A543,Gaston Bachelard,F31,Astronomia,M06,Ciência,Verde,Exemplo clássico de superação das aparências imediatas dos sentidos.
A544,Gaston Bachelard,F31,Ecologia,M07.1,Ciência,Verde,Constrói objetos teóricos e emprega técnicas de investigação.
A545,Gaston Bachelard,F31,Biologia Molecular,M07.2,Ciência,Verde,Conhecimento altamente mediado por instrumentos e teorias.
A546,Gaston Bachelard,F31,Biorritmos,M08,Pseudociência,Vermelho,Baseada em crenças sem validação científica consistente.
A547,Gaston Bachelard,F31,Criacionismo,M09,Pseudociência,Vermelho,"Fundamentado em dogmas, não em investigação científica."
A548,Gaston Bachelard,F31,Design Inteligente,M10,Pseudociência,Vermelho,Não rompe com pressupostos metafísicos e religiosos.
A549,Gaston Bachelard,F31,Direito,M11,Não Ciência,Cinza,"Campo normativo, não explicativo da realidade natural."
A550,Gaston Bachelard,F31,Microeconomia,M12.1,Ciência,Verde,Desenvolve modelos teóricos para compreender fenômenos econômicos.
A551,Gaston Bachelard,F31,Macroeconomia,M12.2,Ciência,Verde,Utiliza abstrações e construção teórica sistemática.
A552,Gaston Bachelard,F31,Economia aplicada,M12.3,Ciência,Verde,"Articula teoria, técnica e observação empírica."
A553,Gaston Bachelard,F31,Engenharia de pesca,M13.1,Ciência,Verde,Aplica conhecimentos científicos por meio de técnicas especializadas.
A554,Gaston Bachelard,F31,Engenharia aeroespacial,M13.2,Ciência,Verde,Fortemente baseada em ciência aplicada e tecnologia.
A555,Gaston Bachelard,F31,Esportes,M14,Não Ciência,Cinza,Prática social e cultural.
A556,Gaston Bachelard,F31,Filosofia - Estética,M15.1,Não Ciência,Cinza,Reflexão filosófica sobre o belo.
A557,Gaston Bachelard,F31,Filosofia - Ética,M15.2,Não Ciência,Cinza,Campo normativo da filosofia.
A558,Gaston Bachelard,F31,Filosofia - Metafísica,M15.3,Não Ciência,Cinza,Investigação filosófica sem base empírica.
A559,Gaston Bachelard,F31,Filosofia - Epistemologia,M15.4,Não Ciência,Cinza,"Filosofia da ciência, não ciência."
A560,Gaston Bachelard,F31,Filosofia - Lógica,M15.5,Não Ciência,Cinza,"Instrumento racional fundamental, mas não ciência empírica."
A561,Gaston Bachelard,F31,Física,M18,Ciência,Verde,Modelo exemplar de ruptura epistemológica para Bachelard.
A562,Gaston Bachelard,F31,Frenologia,M19,Pseudociência,Vermelho,Doutrina refutada pela ciência.
A563,Gaston Bachelard,F31,Geografia Física,M20.1,Ciência,Verde,Constrói explicações teóricas dos fenômenos naturais.
A564,Gaston Bachelard,F31,Geografia Humana,M20.2,Ciência,Verde,Supera explicações espontâneas sobre espaço e sociedade.
A565,Gaston Bachelard,F31,Geotecnologias,M20.3,Ciência,Verde,Utiliza técnicas sofisticadas para construir conhecimento.
A566,Gaston Bachelard,F31,História,M21,Ciência,Verde,Produz conhecimento crítico que rompe com narrativas espontâneas.
A567,Gaston Bachelard,F31,Homeopatia,M22,Pseudociência,Vermelho,Não apresenta fundamentação compatível com a ciência moderna.
A568,Gaston Bachelard,F31,Linguística Formal,M23,Ciência,Verde,Constrói teoricamente seu objeto de estudo.
A569,Gaston Bachelard,F31,Literatura,M24,Não Ciência,Cinza,Produção artística e interpretativa.
A570,Gaston Bachelard,F31,Marxismo,M25,Não Ciência,Cinza,Algumas vertentes produzem análise científica; outras assumem caráter ideológico.
A571,Gaston Bachelard,F31,Matemática,M26,Não Ciência,Cinza,"É racional e fundamental para a ciência, mas não ciência empírica."
A572,Gaston Bachelard,F31,Medicina,M27,Ciência,Verde,"Baseada em pesquisa, técnica e constante correção de erros."
A573,Gaston Bachelard,F31,Psicologia,M28,Ciência,Verde,Busca superar explicações intuitivas do comportamento humano.
A574,Gaston Bachelard,F31,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,Explicações baseadas em narrativas simbólicas.
A575,Gaston Bachelard,F31,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,Produção cultural e simbólica.
A576,Gaston Bachelard,F31,Neurociência,M30,Ciência,Verde,Exemplo de conhecimento construído por instrumentos e teorias complexas.
A577,Gaston Bachelard,F31,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Não superou os testes exigidos pela ciência.
A578,Gaston Bachelard,F31,Pedagogia,M32,Ciência,Verde,Quando fundamentada em pesquisa sistemática sobre educação.
A579,Gaston Bachelard,F31,Política,M33,Não Ciência,Cinza,Possui dimensões empíricas e normativas.
A580,Gaston Bachelard,F31,Psicanálise,M34,Não Ciência,Cinza,"Bachelard provavelmente reconheceria seu esforço teórico, mas questionaria sua validação científica."
A581,Gaston Bachelard,F31,Química Analítica ,M35,Ciência,Verde,Resultado da superação da alquimia e do senso comum.
A582,Gaston Bachelard,F31,Física - Química ,M35,Ciência,Verde,Altamente teórica e experimental.
A583,Gaston Bachelard,F31,Quiropraxia,M36,Não Ciência,Cinza,"Algumas práticas possuem respaldo empírico, outras não."
A584,Gaston Bachelard,F31,Religião,M37,Não Ciência,Cinza,"Fundamentada na fé, não na construção científica do objeto."
A585,Gaston Bachelard,F31,Sociologia,M38,Ciência,Verde,Produz conhecimento sistemático sobre fenômenos sociais.
A586,Gaston Bachelard,F31,Teologia,M39,Não Ciência,Cinza,Fundamentada em pressupostos religiosos.
A587,Gaston Bachelard,F31,Teoria das Cordas,M40,Ciência,Verde,Produto de elaboração teórica avançada dentro da física.
A588,Gaston Bachelard,F31,Terraplanismo,M41,Pseudociência,Vermelho,"Apega-se às aparências imediatas, exatamente o oposto da ruptura epistemológica."
A589,Gaston Bachelard,F31,Atomismo,M42,Ciência,Verde,Exemplo histórico de construção teórica que ultrapassa a observação direta.
A590,Gaston Bachelard,F31,Criticismo literário,M43,Não Ciência,Cinza,Campo interpretativo e humanístico.
A591,Philip Kitcher,F32,Acupuntura,M01,Não Ciência,Cinza,"Algumas técnicas podem ser testadas empiricamente, mas muitos pressupostos tradicionais carecem de confirmação independente."
A592,Philip Kitcher,F32,Alquimia,M02,Pseudociência,Vermelho,Não produziu um programa de pesquisa unificado e fecundo comparável ao da química.
